key,label,alu_upper_100,alu_lower_100,alu_mean_100,has_alu_100,inv_alu_100,sine_upper_100,sine_lower_100,sine_mean_100,has_sine_100,inv_sine_100,alu_upper_250,alu_lower_250,alu_mean_250,has_alu_250,inv_alu_250,sine_upper_250,sine_lower_250,sine_mean_250,has_sine_250,inv_sine_250,alu_upper_500,alu_lower_500,alu_mean_500,has_alu_500,inv_alu_500,sine_upper_500,sine_lower_500,sine_mean_500,has_sine_500,inv_sine_500
chr2|161128661|161132225|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|161128661|161133894|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr2|161128661|161137875|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|114164552|114204544|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.012,0.0,0.006,1,0,0.0,0.0,0.0,0,0,0.294,0.0,0.147,1,0
chr13|114202617|114204544|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|114149816|114204544|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.306,0.0,0.153,1,0,0.306,0.0,0.153,1,0
chr9|35073835|35077098|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr9|35073835|35076580|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr7|99047898|99054996|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr7|99045743|99054996|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.156,0.0,0.078,1,0,0.156,0.0,0.078,1,0,0.578,0.0,0.289,1,0,0.578,0.0,0.289,1,0
chr19|36505561|36517649|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr19|36505561|36507881|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr15|90631590|90645700|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.448,0.0,0.224,1,0,0.448,0.0,0.224,1,0,0.224,0.0,0.112,1,0,0.224,0.0,0.112,1,0
chr1|203136938|203143725|-,BS,0.0,0.0,0.0,0,0,0.0,0.26,0.13,1,0,0.0,0.0,0.0,0,0,0.0,0.42,0.21,1,0,0.0,0.0,0.0,0,0,0.0,0.244,0.122,1,0
chr1|203136938|203138220|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr1|203136938|203137803|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|5140442|5182418|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr19|17877477|17881705|+,BS,0.0,0.25,0.125,1,0,0.25,0.25,0.25,1,1,0.0,0.7,0.35,1,0,0.7,0.7,0.7,1,1,0.49,0.612,0.551,1,1,0.842,0.612,0.727,1,1
chr1|674213|679771|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.272,0.272,0.272,1,1,0.272,0.272,0.272,1,1,0.6,0.582,0.591,1,1,0.6,0.582,0.591,1,1
chr17|78023704|78074412|+,BS,0.0,0.25,0.125,1,0,0.0,0.25,0.125,1,0,0.0,0.336,0.168,1,0,0.0,0.336,0.168,1,0,0.046,0.168,0.107,1,1,0.046,0.168,0.107,1,1
chr1|93988900|94020218|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|63088363|63092098|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.128,0.0,0.064,1,0,0.0,0.0,0.0,0,0,0.418,0.0,0.209,1,0
chr19|34683255|34706566|+,BS,0.31,0.0,0.155,1,0,0.31,0.0,0.155,1,0,0.124,0.0,0.062,1,0,0.124,0.0,0.062,1,0,0.062,0.06,0.061,1,1,0.062,0.06,0.061,1,1
chr12|31106914|31149534|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.082,0.0,0.041,1,0
chr10|70446112|70454244|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.262,0.131,1,0
chr10|70360737|70454244|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.262,0.131,1,0
chr11|63974825|63979219|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.256,0.0,0.128,1,0,0.0,0.0,0.0,0,0,0.196,0.0,0.098,1,0
chr11|63974341|63987798|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr11|63974825|63987798|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.256,0.0,0.128,1,0,0.0,0.0,0.0,0,0,0.196,0.0,0.098,1,0
chr11|63974825|63990661|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.256,0.0,0.128,1,0,0.0,0.0,0.0,0,0,0.196,0.0,0.098,1,0
chr11|63974341|63978316|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr12|57059987|57064148|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.434,0.072,0.253,1,1,0.434,0.072,0.253,1,1
chr16|14234400|14360630|+,BS,0.0,0.0,0.0,0,0,0.29,0.0,0.145,1,0,0.0,0.0,0.0,0,0,0.544,0.0,0.272,1,0,0.0,0.0,0.0,0,0,0.272,0.0,0.136,1,0
chr16|14307401|14360630|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr16|14339384|14360630|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr7|14017051|14030327|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|145583167|145613306|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.256,0.128,1,0
chr5|145647211|145668786|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|145598547|145668786|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|145616860|145668786|+,BS,0.4,0.0,0.2,1,0,0.4,0.0,0.2,1,0,0.76,0.0,0.38,1,0,0.76,0.0,0.38,1,0,0.858,0.0,0.429,1,0,0.858,0.0,0.429,1,0
chr6|126202235|126253180|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.484,0.0,0.242,1,0,0.484,0.0,0.242,1,0
chr10|135170143|135170759|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62698267|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62697828|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62701612|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62700713|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62699399|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62701841|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|62703222|62703700|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr10|72511850|72522197|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.382,0.191,1,0,0.0,0.382,0.191,1,0
chr10|72513555|72522197|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.468,0.0,0.234,1,0,0.0,0.382,0.191,1,0,0.334,0.382,0.358,1,1
chr6|131466424|131505238|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr6|131481198|131505238|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr6|131505141|131520713|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr6|131505141|131540948|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr9|33738285|33743645|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr7|116211171|116213798|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.24,0.12,1,0,0.0,0.0,0.0,0,0,0.0,0.388,0.194,1,0
chr18|47016823|47017954|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr18|47007547|47010141|-,BS,0.0,0.09,0.045,1,0,0.0,0.09,0.045,1,0,0.0,0.636,0.318,1,0,0.0,0.636,0.318,1,0,0.228,0.57,0.399,1,1,0.228,0.57,0.399,1,1
chr18|47017162|47017954|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr14|56247852|56260174|-,BS,0.0,0.0,0.0,0,0,1.0,0.0,0.5,1,0,0.0,0.0,0.0,0,0,0.448,0.0,0.224,1,0,0.0,0.0,0.0,0,0,0.224,0.0,0.112,1,0
chr1|55117621|55119830|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.068,0.034,1,0,0.0,0.396,0.198,1,0,0.0,0.534,0.267,1,0,0.0,0.698,0.349,1,0
chr1|55117621|55161163|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr1|55117621|55130913|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr10|25147320|25241535|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr1|24105927|24114722|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.436,0.218,1,0,0.0,0.436,0.218,1,0,0.0,0.572,0.286,1,0,0.008,0.572,0.29,1,1
chr13|97995269|98018807|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|98009735|98018807|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|97927885|97969540|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|97927885|98018807|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr13|97999057|98017425|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr16|85741122|85768841|-,BS,0.9,0.0,0.45,1,0,0.9,0.0,0.45,1,0,0.96,0.0,0.48,1,0,0.96,0.0,0.48,1,0,0.604,0.076,0.34,1,1,0.604,0.076,0.34,1,1
chr2|86333357|86344282|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.432,0.216,1,0,0.0,0.432,0.216,1,0
chr2|86348601|86369280|+,BS,0.0,1.0,0.5,1,0,0.0,1.0,0.5,1,0,0.0,1.0,0.5,1,0,0.0,1.0,0.5,1,0,0.0,0.602,0.301,1,0,0.0,0.602,0.301,1,0
chr4|122599048|122618135|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|33840121|33853618|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr9|115579984|115637267|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.06,1,0,0.12,0.0,0.06,1,0,0.166,0.0,0.083,1,0,0.166,0.0,0.083,1,0
chr9|115600777|115637267|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.368,0.0,0.184,1,0,0.368,0.0,0.184,1,0
chr12|107126701|107156581|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.284,0.0,0.142,1,0,0.284,0.0,0.142,1,0,0.642,0.0,0.321,1,0,0.642,0.0,0.321,1,0
chr8|82391648|82395468|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr1|47652990|47655708|-,BS,0.0,0.0,0.0,0,0,0.3,0.0,0.15,1,0,0.0,0.0,0.0,0,0,0.66,0.0,0.33,1,0,0.0,0.0,0.0,0,0,0.33,0.0,0.165,1,0
chr6|31473919|31478901|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr20|35827452|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.132,0.066,1,0,0.0,0.132,0.066,1,0
chr20|35854090|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.132,0.066,1,0,0.0,0.132,0.066,1,0
chr20|35812582|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.132,0.066,1,0,0.0,0.132,0.066,1,0
chr20|35833169|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.132,0.066,1,0,0.0,0.132,0.066,1,0
chr20|35862422|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.132,0.066,1,0,0.0,0.132,0.066,1,0
chr20|35838449|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.472,0.132,0.302,1,1,0.472,0.132,0.302,1,1
chr20|35852280|35870022|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.132,0.066,1,0,0.288,0.132,0.21,1,1
chr10|101156626|101165617|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr10|101156626|101163631|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48638273|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48637143|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48641076|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48643289|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48637584|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48642213|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48646735|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48641864|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48638900|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr3|48636434|48638000|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|131705401|131728307|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr5|131722716|131731304|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.012,0.0,0.006,1,0,0.012,0.0,0.006,1,0
chr2|220110200|220111598|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.188,0.0,0.094,1,0
chr17|42852065|42859214|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr1|71419445|71478167|-,BS,0.0,0.0,0.0,0,0,0.59,0.0,0.295,1,0,0.0,0.0,0.0,0,0,0.236,0.0,0.118,1,0,0.0,0.0,0.0,0,0,0.118,0.062,0.09,1,1
chrX|23700512|23704514|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.364,0.182,1,0,0.32,0.0,0.16,1,0,0.32,0.47,0.395,1,1
chrX|23693106|23704514|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.364,0.182,1,0,0.0,0.0,0.0,0,0,0.0,0.47,0.235,1,0
chrX|23701787|23704514|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.364,0.182,1,0,0.0,0.0,0.0,0,0,0.0,0.47,0.235,1,0
chr2|234839312|234869710|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.048,0.024,1,0,0.0,0.048,0.024,1,0,0.0,0.524,0.262,1,0,0.0,0.524,0.262,1,0
chr16|23652786|23669946|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr22|42979726|42991620|-,BS,0.89,0.0,0.445,1,0,0.89,0.0,0.445,1,0,0.956,0.0,0.478,1,0,0.956,0.0,0.478,1,0,0.826,0.0,0.413,1,0,0.826,0.14,0.483,1,1
chr22|42979726|42999166|-,BS,0.89,0.0,0.445,1,0,0.89,0.0,0.445,1,0,0.956,0.0,0.478,1,0,0.956,0.0,0.478,1,0,0.826,0.0,0.413,1,0,0.826,0.286,0.556,1,1
chr17|3617921|3667254|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.592,0.0,0.296,1,0,0.592,0.0,0.296,1,0,0.792,0.092,0.442,1,1,0.792,0.092,0.442,1,1
chr19|41268805|41271294|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.224,0.0,0.112,1,0,0.224,0.0,0.112,1,0,0.524,0.0,0.262,1,0,0.524,0.0,0.262,1,0
chr19|41265335|41271294|+,BS,0.19,0.0,0.095,1,0,0.93,0.0,0.465,1,0,0.676,0.0,0.338,1,0,0.972,0.0,0.486,1,0,0.838,0.0,0.419,1,0,0.986,0.0,0.493,1,0
chr19|41263236|41271294|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.308,0.0,0.154,1,0,0.0,0.0,0.0,0,0,0.246,0.0,0.123,1,0
chr22|38021803|38029571|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr22|38014454|38029571|+,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.398,0.0,0.199,1,0,0.398,0.0,0.199,1,0
chr2|70674415|70680459|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
chr14|50709151|50769735|-,BS,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.504,0.252,1,0,0.0,0.504,0.252,1,0,0.332,0.58,0.456,1,1,0.332,0.58,0.456,1,1
